eventid|venueid|catid|eventname|starttime
128|303|8|Rusalka|2008-08-29 14:30:00.000000
528|214|6|Dirty Dancing|2008-08-29 19:00:00.000000
772|240|6|Mamma Mia!|2008-08-29 19:00:00.000000
1798|261|6|Mystere Cirque du Soleil|2008-08-29 14:00:00.000000
1823|216|7|A Bronx Tale|2008-08-29 20:00:00.000000
2322|238|7|Othello|2008-08-29 20:00:00.000000
3907|64|9|Brian McKnight|2008-08-29 14:00:00.000000
5235|77|9|George Thorogood|2008-08-29 14:00:00.000000
5505|31|9|Carrie Underwood|2008-08-29 14:00:00.000000
5833|70|9|Live|2008-08-29 14:00:00.000000
1061|242|6|Mamma Mia!|2008-08-30 15:00:00.000000
1671|255|6|Phantom of the Opera|2008-08-30 14:30:00.000000
1793|252|6|Mamma Mia!|2008-08-30 14:30:00.000000
7852|23|9|Temptations|2008-08-30 19:00:00.000000
1869|213|7|The Seagull|2008-08-31 19:00:00.000000
1875|230|7|Cirque du Soleil|2008-08-31 19:00:00.000000
1961|235|7|Rock 'n' Roll|2008-08-31 15:00:00.000000
2655|241|7|Uncle Vanya|2008-08-31 19:00:00.000000
3773|215|7|The Tempest|2008-08-31 14:00:00.000000
5221|63|9|Kenny Wayne Shepherd|2008-08-31 19:00:00.000000
5429|16|9|Smashing Pumpkins|2008-08-31 19:00:00.000000
5671|78|9|Fiction Plane|2008-08-31 14:00:00.000000
5802|42|9|Carcass|2008-08-31 19:00:00.000000
5973|96|9|Hermans Hermits|2008-08-31 19:00:00.000000
6203|109|9|Ben Harper|2008-08-31 19:00:00.000000
6236|2|9|Wyclef Jean|2008-08-31 14:00:00.000000
6878|71|9|Insane Clown Posse|2008-08-31 19:30:00.000000
7301|121|9|Insane Clown Posse|2008-08-31 19:00:00.000000
7615|104|9|Hall and Oates|2008-08-31 15:00:00.000000
7952|63|9|Celtic Thunder|2008-08-31 15:00:00.000000
8751|71|9|Wisin y Yandel|2008-08-31 14:00:00.000000
98|308|8|Rigoletto|2008-09-01 14:30:00.000000
201|308|8|Doctor Atomic|2008-09-01 19:30:00.000000
1072|236|6|Grease|2008-09-01 19:00:00.000000
1761|260|6|Spamalot|2008-09-01 14:30:00.000000
2340|222|7|Oedipus the King|2008-09-01 14:00:00.000000
2679|219|7|The Caucasian Chalk Circle|2008-09-01 19:00:00.000000
2964|234|7|A Tale of Two Cities|2008-09-01 20:00:00.000000
4995|125|9|Celine Dion|2008-09-01 14:00:00.000000
5927|32|9|Greg Kihn Band|2008-09-01 14:00:00.000000
946|241|6|State Fair|2008-09-02 15:00:00.000000
1004|233|6|Grease|2008-09-02 19:00:00.000000
1117|245|6|A Chorus Line|2008-09-02 14:00:00.000000
2010|212|7|The Bacchae|2008-09-02 14:00:00.000000
2195|203|7|Rock 'n' Roll|2008-09-02 15:00:00.000000
2595|232|7|Our Town|2008-09-02 14:00:00.000000
4882|68|9|Kenny Chesney|2008-09-02 15:00:00.000000
5128|61|9|Killers|2008-09-02 14:00:00.000000
5184|78|9|Joanna Newsom|2008-09-02 19:00:00.000000
7729|83|9|Chromeo|2008-09-02 14:00:00.000000
8128|60|9|Country Jam USA|2008-09-02 15:00:00.000000
8510|9|9|The National|2008-09-02 15:00:00.000000
8781|130|9|Extreme|2008-09-02 15:00:00.000000
1266|228|6|Memphis - The Birth of Rock n Roll|2008-09-03 19:30:00.000000
1447|240|6|Curtains|2008-09-03 19:30:00.000000
1986|231|7|Avenue Q|2008-09-03 19:30:00.000000
2165|207|7|Uncle Vanya|2008-09-03 14:00:00.000000
3233|209|7|The Frogs|2008-09-03 14:00:00.000000
3416|249|7|King Lear|2008-09-03 15:00:00.000000
3439|248|7|Miss Julie|2008-09-03 19:30:00.000000
3471|224|7|Woyzeck|2008-09-03 14:00:00.000000
4174|80|9|Robert Plant and Alison Krauss|2008-09-03 14:30:00.000000
4898|54|9|Rock the Bells|2008-09-03 19:30:00.000000
5484|114|9|Def Leppard|2008-09-03 14:00:00.000000
5659|48|9|Good Charlotte|2008-09-03 15:00:00.000000
6197|95|9|Bullet for My Valentine|2008-09-03 14:00:00.000000
6438|125|9|Josh Turner|2008-09-03 15:00:00.000000
7281|87|9|Gnarls Barkley|2008-09-03 15:00:00.000000
699|216|6|The Lion King|2008-09-04 14:30:00.000000
876|219|6|Gypsy|2008-09-04 14:30:00.000000
1043|218|6|Jersey Boys|2008-09-04 19:30:00.000000
1501|256|6|Beatles LOVE|2008-09-04 15:00:00.000000
2842|231|7|The Homecoming|2008-09-04 19:00:00.000000
3673|220|7|The Caretaker|2008-09-04 15:00:00.000000
3835|74|9|LeAnn Rimes|2008-09-04 14:30:00.000000
3885|30|9|George Thorogood and the Destroyers|2008-09-04 19:00:00.000000
4070|66|9|Jim Brickman|2008-09-04 14:00:00.000000
4843|39|9|Chaka Khan|2008-09-04 19:00:00.000000
5201|9|9|George Clinton|2008-09-04 19:30:00.000000
7296|28|9|Loretta Lynn|2008-09-04 14:00:00.000000
7609|103|9|War|2008-09-04 15:00:00.000000
7763|36|9|Bad Company|2008-09-04 14:00:00.000000
7931|44|9|LeAnn Rimes|2008-09-04 14:00:00.000000
1153|231|6|Chicago|2008-09-05 19:30:00.000000
1388|213|6|Les Miserables|2008-09-05 14:00:00.000000
1430|238|6|Legally Blonde|2008-09-05 14:30:00.000000
1485|228|6|High School Musical|2008-09-05 14:30:00.000000
1799|258|6|O - Cirque du Soleil|2008-09-05 20:00:00.000000
2150|219|7|The Caretaker|2008-09-05 20:00:00.000000
2713|247|7|The Homecoming|2008-09-05 15:00:00.000000
3230|248|7|Rhinoceros|2008-09-05 19:30:00.000000
3310|227|7|The Country Girl|2008-09-05 19:30:00.000000
3743|220|7|August: Osage County|2008-09-05 19:30:00.000000
4133|62|9|Christina Aguilera|2008-09-05 15:00:00.000000
4355|35|9|Little River Band|2008-09-05 20:00:00.000000
5240|111|9|John Mellencamp|2008-09-05 14:00:00.000000
5903|18|9|K.D. Lang|2008-09-05 14:00:00.000000
5974|20|9|Stray Cats|2008-09-05 14:00:00.000000
6342|48|9|Smash Mouth|2008-09-05 14:00:00.000000
435|302|8|Siegfried|2008-09-06 20:00:00.000000
872|219|6|High School Musical|2008-09-06 15:00:00.000000
2413|245|7|For Colored Girls Who Have Considered Suicide When the Rainbow is Enuf|2008-09-06 20:00:00.000000
2478|246|7|A Midsummer Night's Dream|2008-09-06 19:30:00.000000
2829|222|7|Thurgood|2008-09-06 14:00:00.000000
3365|205|7|A Man For All Seasons|2008-09-06 15:00:00.000000
4705|21|9|Dolly Parton|2008-09-06 14:00:00.000000
5715|93|9|Snoop Dogg|2008-09-06 14:00:00.000000
5939|102|9|Sweet Honey in the Rock|2008-09-06 15:00:00.000000
6255|99|9|Joan Baez|2008-09-06 14:00:00.000000
6434|89|9|Cold War Kids|2008-09-06 14:00:00.000000
6480|1|9|Extreme|2008-09-06 19:30:00.000000
6954|111|9|Tegan and Sara|2008-09-06 14:00:00.000000
7286|40|9|Flogging Molly|2008-09-06 15:00:00.000000
7408|26|9|Cowboy Junkies|2008-09-06 15:00:00.000000
7698|58|9|John Prine|2008-09-06 15:00:00.000000
8441|39|9|Joanna Newsom|2008-09-06 14:00:00.000000
8451|108|9|Etta James|2008-09-06 19:30:00.000000
1322|210|6|High School Musical|2008-09-07 19:00:00.000000
1383|240|6|Mary Poppins|2008-09-07 15:00:00.000000
2682|243|7|Macbeth|2008-09-07 20:00:00.000000
2910|244|7|The Seagull|2008-09-07 14:00:00.000000
3042|214|7|A Tale of Two Cities|2008-09-07 15:00:00.000000
4785|16|9|Zappa Plays Zappa|2008-09-07 14:30:00.000000
4818|114|9|Smashing Pumpkins|2008-09-07 15:00:00.000000
4828|14|9|Oliver Dragojevic|2008-09-07 15:00:00.000000
5015|86|9|Calibash|2008-09-07 14:00:00.000000
5115|42|9|Barenaked Ladies|2008-09-07 19:00:00.000000
6195|58|9|Gary Allan|2008-09-07 14:00:00.000000
7435|100|9|Girl Talk|2008-09-07 15:00:00.000000
7444|45|9|Lyle Lovett|2008-09-07 14:00:00.000000
7659|121|9|Pat Benatar|2008-09-07 14:00:00.000000
1702|263|6|Mystere Cirque du Soleil|2008-09-08 20:00:00.000000
3940|105|9|Wyclef Jean|2008-09-08 19:30:00.000000
4263|62|9|Bamboozle Left|2008-09-08 20:00:00.000000
4520|88|9|Calibash|2008-09-08 20:00:00.000000
4990|40|9|Jesse McCartney|2008-09-08 15:00:00.000000
5024|92|9|Paramore|2008-09-08 15:00:00.000000
6821|124|9|Toby Keith|2008-09-08 19:00:00.000000
7389|5|9|Fab Faux|2008-09-08 14:00:00.000000
7667|6|9|Rod Stewart|2008-09-08 19:30:00.000000
7738|94|9|Weird Al Yankovic|2008-09-08 19:30:00.000000
665|232|6|Grease|2008-09-09 19:00:00.000000
2731|217|7|Oedipus the King|2008-09-09 20:00:00.000000
3261|227|7|A Streetcar Named Desire|2008-09-09 19:30:00.000000
3679|245|7|Glengarry Glen Ross|2008-09-09 15:00:00.000000
4998|70|9|Tower of Power|2008-09-09 15:00:00.000000
6384|8|9|Duffy|2008-09-09 19:00:00.000000
1505|252|6|Blue Man Group|2008-09-10 15:00:00.000000
2219|249|7|Avenue Q|2008-09-10 14:00:00.000000
2356|203|7|The Seagull|2008-09-10 19:30:00.000000
3172|236|7|Spring Awakening|2008-09-10 15:00:00.000000
3539|214|7|Avenue Q|2008-09-10 14:00:00.000000
6082|109|9|Bryan Adams|2008-09-10 15:00:00.000000
6399|113|9|Ben Harper|2008-09-10 14:00:00.000000
6886|64|9|Suzanne Vega|2008-09-10 19:30:00.000000
7226|55|9|Steven Curtis Chapman|2008-09-10 15:00:00.000000
7597|93|9|Smash Mouth|2008-09-10 15:00:00.000000
7687|122|9|John Mellencamp|2008-09-10 15:00:00.000000
254|309|8|Cavalleria Rusticana and Pagliacci|2008-09-11 19:00:00.000000
742|213|6|Pal Joey|2008-09-11 19:00:00.000000
1518|261|6|Zumanity|2008-09-11 19:00:00.000000
1655|254|6|Mystere Cirque du Soleil|2008-09-11 19:00:00.000000
2492|224|7|Othello|2008-09-11 20:00:00.000000
3764|239|7|Electra|2008-09-11 14:00:00.000000
3939|52|9|.38 Special|2008-09-11 19:30:00.000000
4017|79|9|Earth Wind and Fire|2008-09-11 14:00:00.000000
4098|122|9|Jesse McCartney|2008-09-11 15:00:00.000000
4799|50|9|Neil Diamond|2008-09-11 14:00:00.000000
5401|116|9|Queensryche|2008-09-11 15:00:00.000000
6460|57|9|Hootie and the Blowfish|2008-09-11 19:30:00.000000
7585|103|9|Missy Higgins|2008-09-11 15:00:00.000000
7696|128|9|Cake|2008-09-11 15:00:00.000000
8170|63|9|Live|2008-09-11 19:30:00.000000
8591|121|9|Wynonna|2008-09-11 19:00:00.000000
1120|207|6|West Side Story|2008-09-12 19:30:00.000000
1559|252|6|Spamalot|2008-09-12 15:00:00.000000
1596|251|6|Folies Bergere|2008-09-12 14:30:00.000000
1631|253|6|Spamalot|2008-09-12 19:30:00.000000
3190|226|7|As You Like It|2008-09-12 14:30:00.000000
4184|14|9|Colbie Caillat|2008-09-12 19:00:00.000000
4616|105|9|Brian Jonestown Massacre|2008-09-12 20:00:00.000000
5363|55|9|Black Eyed Peas|2008-09-12 14:00:00.000000
5539|1|9|Kenny Loggins|2008-09-12 14:00:00.000000
6907|27|9|Wolf Parade|2008-09-12 19:30:00.000000
7102|125|9|Doobie Brothers|2008-09-12 19:30:00.000000
7601|106|9|Lionel Richie|2008-09-12 14:00:00.000000
8201|25|9|Bryan Adams|2008-09-12 15:00:00.000000
8240|51|9|The Who|2008-09-12 19:00:00.000000
8286|10|9|Dave Stewart|2008-09-12 19:00:00.000000
8414|18|9|Vampire Weekend|2008-09-12 19:00:00.000000
8648|70|9|Sigur Ros|2008-09-12 19:00:00.000000
1650|260|6|Legally Blonde|2008-09-13 15:00:00.000000
2252|242|7|The Tempest|2008-09-13 14:00:00.000000
2443|229|7|Wicked|2008-09-13 19:30:00.000000
2940|213|7|King Lear|2008-09-13 14:00:00.000000
3757|222|7|The Seafarer|2008-09-13 20:00:00.000000
4102|98|9|Nofx|2008-09-13 19:30:00.000000
4142|77|9|Creedence Clearwater Revisited|2008-09-13 15:00:00.000000
5171|100|9|Dixie Chicks|2008-09-13 19:00:00.000000
5233|82|9|Jonny Lang|2008-09-13 15:00:00.000000
6029|96|9|Rick Braun|2008-09-13 14:00:00.000000
6366|118|9|Rock The Bayou|2008-09-13 14:00:00.000000
7004|59|9|Citizen Cope|2008-09-13 15:00:00.000000
8327|26|9|Lynyrd Skynyrd|2008-09-13 14:00:00.000000
2389|239|7|Electra|2008-09-14 19:00:00.000000
2578|222|7|As You Like It|2008-09-14 20:00:00.000000
3583|242|7|Woyzeck|2008-09-14 19:30:00.000000
4856|68|9|LeAnn Rimes|2008-09-14 19:00:00.000000
5483|17|9|Nine Inch Nails|2008-09-14 15:00:00.000000
6063|74|9|Gordon Lightfoot|2008-09-14 15:00:00.000000
6117|82|9|Toad The Wet Sprocket|2008-09-14 19:30:00.000000
7037|66|9|Tokyo Police Club|2008-09-14 14:00:00.000000
8714|71|9|Dolly Parton|2008-09-14 19:00:00.000000
1196|225|6|Dirty Dancing|2008-09-15 19:00:00.000000
2162|227|7|The Bacchae|2008-09-15 19:00:00.000000
2607|220|7|The Farnsworth Invention|2008-09-15 19:00:00.000000
3085|220|7|The Glass Menagerie|2008-09-15 15:00:00.000000
3115|240|7|A Midsummer Night's Dream|2008-09-15 19:00:00.000000
3186|216|7|Cirque du Soleil|2008-09-15 14:00:00.000000
3457|214|7|All My Sons|2008-09-15 20:00:00.000000
4076|120|9|Neville Brothers|2008-09-15 19:30:00.000000
4710|50|9|Marc Anthony|2008-09-15 14:30:00.000000
5533|1|9|Keith Urban|2008-09-15 19:00:00.000000
6492|6|9|Ryan Adams|2008-09-15 14:00:00.000000
6661|60|9|Black Crowes|2008-09-15 14:00:00.000000
7043|62|9|Chromeo|2008-09-15 14:00:00.000000
7279|114|9|Godsmack|2008-09-15 19:00:00.000000
7302|130|9|Tom Petty and the Heartbreakers|2008-09-15 14:00:00.000000
8142|93|9|Loretta Lynn|2008-09-15 15:00:00.000000
8615|34|9|Robert Plant and Alison Krauss|2008-09-15 19:30:00.000000
987|221|6|A Catered Affair|2008-09-16 15:00:00.000000
1146|213|6|Memphis - The Birth of Rock n Roll|2008-09-16 14:00:00.000000
1814|212|7|Thurgood|2008-09-16 19:30:00.000000
4112|17|9|Fergie|2008-09-16 14:30:00.000000
4137|126|9|My Morning Jacket|2008-09-16 20:00:00.000000
4409|103|9|Black Kids|2008-09-16 15:00:00.000000
4510|42|9|Poison|2008-09-16 19:30:00.000000
6378|102|9|Red Hot Chili Peppers|2008-09-16 19:30:00.000000
7193|61|9|Gwen Stefani|2008-09-16 14:00:00.000000
7203|84|9|Cake|2008-09-16 19:00:00.000000
8055|108|9|Decemberists|2008-09-16 15:00:00.000000
8218|90|9|Joan Baez|2008-09-16 19:00:00.000000
8269|25|9|John Mellencamp|2008-09-16 19:30:00.000000
8552|16|9|Paul McCartney|2008-09-16 14:00:00.000000
685|224|6|The Little Mermaid|2008-09-17 14:00:00.000000
1728|250|6|Beatles LOVE|2008-09-17 15:00:00.000000
2001|243|7|November|2008-09-17 15:00:00.000000
2479|234|7|Iphigenia|2008-09-17 15:00:00.000000
2894|239|7|Spring Awakening|2008-09-17 20:00:00.000000
4039|38|9|Ted Nugent|2008-09-17 14:30:00.000000
4213|84|9|Serj Tankian|2008-09-17 14:00:00.000000
8342|11|9|Seal|2008-09-17 15:00:00.000000
540|239|6|Mamma Mia!|2008-09-18 14:30:00.000000
1420|212|6|Les Miserables|2008-09-18 19:30:00.000000
2126|224|7|A Man For All Seasons|2008-09-18 14:30:00.000000
3314|238|7|Cirque du Soleil|2008-09-18 19:00:00.000000
3703|245|7|For Colored Girls Who Have Considered Suicide When the Rainbow is Enuf|2008-09-18 15:00:00.000000
4138|78|9|Foo Fighters|2008-09-18 14:00:00.000000
4402|115|9|Keith Urban|2008-09-18 15:00:00.000000
4629|111|9|Oliver Dragojevic|2008-09-18 14:00:00.000000
5446|34|9|Dwight Yoakam|2008-09-18 15:00:00.000000
5848|27|9|Smash Mouth|2008-09-18 19:00:00.000000
5882|113|9|Linkin Park|2008-09-18 19:00:00.000000
951|204|6|Mamma Mia!|2008-09-19 19:00:00.000000
1187|240|6|The King and I|2008-09-19 19:00:00.000000
1570|260|6|Blue Man Group|2008-09-19 20:00:00.000000
2246|230|7|Young Frankenstein|2008-09-19 19:30:00.000000
3060|218|7|A Doll's House|2008-09-19 19:00:00.000000
3839|83|9|Goo Goo Dolls|2008-09-19 19:30:00.000000
4927|110|9|The Black Keys|2008-09-19 14:00:00.000000
7291|127|9|Coheed and Cambria|2008-09-19 14:00:00.000000
7401|28|9|Dennis DeYoung|2008-09-19 19:00:00.000000
7639|96|9|Blues Brothers|2008-09-19 15:00:00.000000
8164|68|9|Steely Dan|2008-09-19 14:00:00.000000
8442|12|9|Santana|2008-09-19 15:00:00.000000
412|306|8|Gotterdammerung|2008-09-20 20:00:00.000000
758|220|6|The Lion King|2008-09-20 14:30:00.000000
1283|226|6|Dirty Dancing|2008-09-20 14:30:00.000000
3899|75|9|Rusted Root|2008-09-20 14:00:00.000000
4441|128|9|Wolf Parade|2008-09-20 15:00:00.000000
4494|104|9|Hot Chip|2008-09-20 14:00:00.000000
6347|119|9|Seal|2008-09-20 19:00:00.000000
6462|78|9|Fab Faux|2008-09-20 14:00:00.000000
7883|93|9|Tegan and Sara|2008-09-20 19:30:00.000000
1921|240|7|The Glass Menagerie|2008-09-21 14:00:00.000000
2027|238|7|A Bronx Tale|2008-09-21 14:00:00.000000
2186|226|7|Othello|2008-09-21 20:00:00.000000
2712|241|7|Julius Caesar|2008-09-21 20:00:00.000000
2722|241|7|Endgame|2008-09-21 14:30:00.000000
4533|66|9|Wolf Parade|2008-09-21 15:00:00.000000
5305|82|9|Hermans Hermits|2008-09-21 19:30:00.000000
6760|26|9|The Who|2008-09-21 15:00:00.000000
6817|90|9|Black Eyed Peas|2008-09-21 15:00:00.000000
1362|226|6|Grease|2008-09-22 14:30:00.000000
3078|226|7|Rhinoceros|2008-09-22 20:00:00.000000
3485|226|7|Spring Awakening|2008-09-22 14:30:00.000000
4979|30|9|Simple Plan|2008-09-22 15:00:00.000000
6276|102|9|Missy Higgins|2008-09-22 15:00:00.000000
6751|104|9|Missy Higgins|2008-09-22 19:30:00.000000
6798|11|9|Justin Timberlake|2008-09-22 14:00:00.000000
7579|26|9|Cute Is What We Aim For|2008-09-22 14:00:00.000000
8015|121|9|Ana Gabriel|2008-09-22 15:00:00.000000
8047|21|9|Peter Frampton|2008-09-22 19:00:00.000000
329|300|8|Siegfried|2008-09-23 19:30:00.000000
393|304|8|L Elisir d Amore|2008-09-23 19:00:00.000000
861|238|6|Gypsy|2008-09-23 19:30:00.000000
1517|257|6|O - Cirque du Soleil|2008-09-23 14:30:00.000000
2706|205|7|Rhinoceros|2008-09-23 20:00:00.000000
3048|233|7|Waiting for Godot|2008-09-23 20:00:00.000000
3702|234|7|A Streetcar Named Desire|2008-09-23 14:00:00.000000
4699|31|9|Engelbert Humperdinck|2008-09-23 20:00:00.000000
7771|114|9|Boston|2008-09-23 15:00:00.000000
7816|97|9|Green Day|2008-09-23 14:00:00.000000
8018|118|9|Bruce Springsteen|2008-09-23 19:00:00.000000
8126|20|9|Robert Cray Band|2008-09-23 15:00:00.000000
2689|231|7|The Seagull|2008-09-24 19:00:00.000000
5159|122|9|Sara Evans|2008-09-24 19:30:00.000000
7268|115|9|Montgomery Gentry|2008-09-24 14:00:00.000000
7403|89|9|Alicia Keys|2008-09-24 19:00:00.000000
929|219|6|Billy Elliot the Musical|2008-09-25 19:30:00.000000
1616|260|6|Zumanity|2008-09-25 15:00:00.000000
2531|242|7|The 39 Steps|2008-09-25 20:00:00.000000
2953|200|7|Glengarry Glen Ross|2008-09-25 19:00:00.000000
4104|43|9|George Clinton|2008-09-25 19:00:00.000000
4234|65|9|Zappa Plays Zappa|2008-09-25 20:00:00.000000
4356|1|9|Umphreys McGee|2008-09-25 19:30:00.000000
4950|53|9|El Tri|2008-09-25 19:30:00.000000
5176|80|9|Blue Man Group How To Be A Megastar Tour|2008-09-25 19:00:00.000000
5983|39|9|Isaac Hayes|2008-09-25 14:00:00.000000
6476|91|9|John Mellencamp|2008-09-25 14:00:00.000000
7600|50|9|Jonny Lang|2008-09-25 14:00:00.000000
7866|69|9|Dave Stewart|2008-09-25 15:00:00.000000
7880|128|9|Black Kids|2008-09-25 15:00:00.000000
8165|15|9|Iron and Wine|2008-09-25 19:00:00.000000
105|304|8|Simon Boccanegra|2008-09-26 20:00:00.000000
352|301|8|L Elisir d Amore|2008-09-26 19:00:00.000000
5623|127|9|Hot Tuna|2008-09-26 19:30:00.000000
5655|40|9|The Black Keys|2008-09-26 19:00:00.000000
6408|121|9|Decemberists|2008-09-26 19:30:00.000000
6858|2|9|Rock The Bayou|2008-09-26 14:00:00.000000
8175|93|9|Merle Haggard|2008-09-26 19:30:00.000000
8338|18|9|Daughtry|2008-09-26 15:00:00.000000
430|308|8|Siegfried|2008-09-27 20:00:00.000000
858|243|6|Memphis - The Birth of Rock n Roll|2008-09-27 15:00:00.000000
1109|249|6|Flower Drum Song|2008-09-27 14:00:00.000000
1629|250|6|Folies Bergere|2008-09-27 14:30:00.000000
2068|209|7|Spring Awakening|2008-09-27 14:00:00.000000
2226|213|7|Thurgood|2008-09-27 14:00:00.000000
2590|242|7|The 39 Steps|2008-09-27 19:30:00.000000
4544|7|9|Jerry Jeff Walker|2008-09-27 19:30:00.000000
4733|14|9|John Prine|2008-09-27 20:00:00.000000
4916|11|9|Alan Jackson|2008-09-27 15:00:00.000000
5702|34|9|King Crimson|2008-09-27 15:00:00.000000
5832|65|9|Hot Tuna|2008-09-27 19:30:00.000000
6381|18|9|The Jesus and Mary Chain|2008-09-27 14:00:00.000000
6896|71|9|Stephenie Meyer|2008-09-27 14:00:00.000000
6927|87|9|Gordon Lightfoot|2008-09-27 19:00:00.000000
7510|35|9|Crosby Stills Nash|2008-09-27 19:30:00.000000
8483|60|9|Fleet Foxes|2008-09-27 14:00:00.000000
486|302|8|The Birds (Die Vogel)|2008-09-28 19:00:00.000000
701|230|6|West Side Story|2008-09-28 15:00:00.000000
808|240|6|Mamma Mia!|2008-09-28 19:00:00.000000
879|244|6|Gypsy|2008-09-28 19:30:00.000000
1304|207|6|The Phantom of the Opera|2008-09-28 19:00:00.000000
3369|233|7|A Doll's House|2008-09-28 19:00:00.000000
4658|65|9|Jesse Lacey|2008-09-28 20:00:00.000000
4693|25|9|Randy Travis|2008-09-28 19:00:00.000000
6879|37|9|Kenny G|2008-09-28 19:00:00.000000
7113|39|9|Projekt Revolution|2008-09-28 19:30:00.000000
7139|80|9|Sammy Hagar|2008-09-28 14:00:00.000000
7508|10|9|Bad Company|2008-09-28 14:00:00.000000
7873|83|9|Cowboy Junkies|2008-09-28 19:00:00.000000
8152|15|9|Goo Goo Dolls|2008-09-28 14:00:00.000000
1063|248|6|The Lion King|2008-09-29 19:00:00.000000
3032|235|7|Iphigenia|2008-09-29 14:30:00.000000
3513|203|7|All My Sons|2008-09-29 15:00:00.000000
3814|120|9|Enrique Iglesias|2008-09-29 20:00:00.000000
3908|74|9|Sound Tribe Sector 9|2008-09-29 14:00:00.000000
4447|87|9|Squeeze|2008-09-29 14:30:00.000000
8065|128|9|Duran Duran|2008-09-29 15:00:00.000000
8705|92|9|Black Kids|2008-09-29 14:00:00.000000
427|301|8|Die Walkure|2008-09-30 14:30:00.000000
1098|219|6|Grease|2008-09-30 20:00:00.000000
2293|230|7|Iphigenia|2008-09-30 14:30:00.000000
2593|243|7|Hamlet|2008-09-30 15:00:00.000000
4638|72|9|Sarah Brightman|2008-09-30 20:00:00.000000
4687|87|9|Projekt Revolution|2008-09-30 14:00:00.000000
4835|18|9|Mike Gordon|2008-09-30 19:00:00.000000
5238|25|9|Idina Menzel|2008-09-30 19:30:00.000000
7021|66|9|Live|2008-09-30 19:00:00.000000
7090|63|9|Govt Mule|2008-09-30 14:00:00.000000
7679|97|9|Enrique Iglesias|2008-09-30 15:00:00.000000
8402|73|9|UB40|2008-09-30 19:30:00.000000
70|304|8|The Fly|2008-10-01 14:00:00.000000
1214|204|6|A Chorus Line|2008-10-01 19:30:00.000000
1270|207|6|Hairspray|2008-10-01 14:30:00.000000
1503|257|6|Mamma Mia!|2008-10-01 15:00:00.000000
1889|249|7|Spring Awakening|2008-10-01 19:30:00.000000
2802|237|7|Waiting for Godot|2008-10-01 14:30:00.000000
3448|240|7|Glengarry Glen Ross|2008-10-01 20:00:00.000000
3493|201|7|The Tempest|2008-10-01 14:30:00.000000
3799|234|7|Oedipus the King|2008-10-01 20:00:00.000000
4062|70|9|Black Crowes|2008-10-01 14:00:00.000000
4975|20|9|Voodoo Music Experience|2008-10-01 19:00:00.000000
5806|98|9|Poison|2008-10-01 19:00:00.000000
6087|36|9|Blind Melon|2008-10-01 15:00:00.000000
6638|9|9|Jonas Brothers|2008-10-01 19:00:00.000000
6990|12|9|Jimmy Buffett|2008-10-01 15:00:00.000000
7150|75|9|English Beat|2008-10-01 19:30:00.000000
7700|56|9|Bette Midler|2008-10-01 15:00:00.000000
8061|130|9|Jesse Lacey|2008-10-01 19:30:00.000000
8316|78|9|Little Big Town|2008-10-01 19:30:00.000000
8331|41|9|Yaz|2008-10-01 19:00:00.000000
481|303|8|Doctor Atomic|2008-10-02 14:30:00.000000
1386|227|6|Jersey Boys|2008-10-02 19:00:00.000000
1983|244|7|The Country Girl|2008-10-02 20:00:00.000000
4270|43|9|Ben Folds|2008-10-02 14:00:00.000000
4944|88|9|Creedence Clearwater Revisited|2008-10-02 14:00:00.000000
5380|93|9|G. Love and Special Sauce|2008-10-02 19:30:00.000000
5568|117|9|Crue Fest|2008-10-02 15:00:00.000000
8489|96|9|Billy Idol|2008-10-02 19:30:00.000000
